1712133767959 	 86 	 200 	 1 	 0
1712133768049 	 31 	 200 	 2 	 0
1712133768149 	 20 	 200 	 3 	 0
1712133768249 	 20 	 200 	 4 	 0
1712133768349 	 18 	 200 	 5 	 0
1712133768449 	 20 	 200 	 6 	 0
1712133768549 	 23 	 200 	 7 	 0
1712133768649 	 23 	 200 	 8 	 0
1712133768749 	 17 	 200 	 9 	 0
1712133768849 	 20 	 200 	 10 	 0
1712133768949 	 20 	 200 	 11 	 0
1712133769049 	 21 	 200 	 12 	 0
1712133769149 	 16 	 200 	 13 	 0
1712133769249 	 19 	 200 	 14 	 0
1712133769349 	 26 	 200 	 15 	 0
1712133769449 	 21 	 200 	 16 	 0
1712133769549 	 20 	 200 	 17 	 0
1712133769649 	 23 	 200 	 18 	 0
1712133769749 	 28 	 200 	 19 	 0
1712133769849 	 27 	 200 	 20 	 0
1712133769949 	 20 	 200 	 21 	 0
1712133770049 	 20 	 200 	 22 	 0
1712133770149 	 23 	 200 	 23 	 0
1712133770249 	 24 	 200 	 24 	 0
1712133770349 	 23 	 200 	 25 	 0
1712133770449 	 20 	 200 	 26 	 0
1712133770549 	 20 	 200 	 27 	 0
1712133770649 	 22 	 200 	 28 	 0
1712133770749 	 20 	 200 	 29 	 0
1712133770849 	 27 	 200 	 30 	 0
1712133770949 	 20 	 200 	 31 	 0
1712133771049 	 67 	 200 	 35 	 3
1712133771050 	 106 	 200 	 36 	 3
1712133771052 	 106 	 200 	 37 	 3
1712133771054 	 127 	 200 	 38 	 3
1712133771157 	 25 	 200 	 39 	 3
1712133771161 	 36 	 200 	 40 	 3
1712133771183 	 53 	 200 	 41 	 3
1712133771199 	 59 	 200 	 42 	 3
1712133771260 	 18 	 200 	 43 	 3
1712133771186 	 101 	 200 	 44 	 3
1712133771157 	 130 	 200 	 45 	 3
1712133771237 	 88 	 200 	 46 	 3
1712133771279 	 47 	 200 	 47 	 3
1712133771291 	 35 	 200 	 48 	 3
1712133771289 	 64 	 200 	 49 	 3
1712133771331 	 29 	 200 	 50 	 3
1712133771328 	 32 	 200 	 51 	 3
1712133771328 	 33 	 200 	 52 	 3
1712133771355 	 32 	 200 	 53 	 3
1712133771362 	 31 	 200 	 54 	 3
1712133771364 	 29 	 200 	 55 	 3
1712133771366 	 32 	 200 	 56 	 3
1712133771389 	 31 	 200 	 57 	 3
1712133771396 	 30 	 200 	 58 	 3
1712133771400 	 32 	 200 	 59 	 3
1712133771395 	 37 	 200 	 60 	 3
1712133771422 	 30 	 200 	 61 	 3
1712133771434 	 29 	 200 	 62 	 3
1712133771427 	 38 	 200 	 63 	 3
1712133771436 	 30 	 200 	 64 	 3
1712133771454 	 29 	 200 	 65 	 3
